HHID,NWEIGHT,REGIONC,DIVISION,CDD65,CDD70,CDD75,HDD50,HDD55,HDD60,HDD65,HDD70,FUELHEAT,AUXUGAS,AUXLPG,AUXFOIL,AUXKERO,AUXELEC,AUXCOAL,AUXWOOD,AUXSOLAR,AUXOTHER,DKFUEL,AUXFUEL,HEATAMT,FUELTWIN,FUELPAST,MOFUELCH,YRFUELCH,EQUIPM,RADIANT,STEAM,WARMAIR,REVERSE,PERMELEC,PIPELESS,ROOMHEAT,WOODKILN,CHIMNEY,CARRYEL,CARRYKER,RANGE,DIFEQUIP,DKEQUIP,AUXEQUIP,FANM,STOVSEAL,EQUIPAGE,KHEATCOM,WOODBURN,FUELH2O,UAUXH2OF,FAUXH2O,AGEWATER,KWHTCOM,COOLMAIN,COOLUNIT,NUMBERAC,FUELCOOL,KACSYSCN,FUELSWIM,FUELFOOD,ELWATER,ELWARM,ELCOOL,ELFOOD,ELOTHER,UGWATER,UGWARM,UGCOOL,UGFOOD,UGOUTSID,UGOTHER,LPGWATER,LPGWARM,LPGCOOL,LPGFOOD,LPGOUT,LPGOTHER,FOIWATER,FOILWARM,FOILFOOD,KERWATER,KERWARM,KERFOOD,UGASAREA,RENT1,RENT2,RENT3,RENT4,RENT6,GASCALL,GASBASIS,USEKERO,USEEL,USENG,USEFO,TYPEF01,TYPEF02,TYPEF03,USELP,TYPELP1,TYPELP2,TYPELP3,BROKEN88,NOGIVE88,RANOUT88,SHTOFF88,RBROKE88,RNOGIV88,RRNOUT88,RSHOFF88
3254,6740,2,4,328,114,24,4249,5376,6645,8099,9719,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,01,0,99,9,0,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3255,13786,2,4,1203,652,273,2409,3265,4209,5339,6633,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,4,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3256,23396,4,9,609,177,57,35,163,510,1301,2693,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,1,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3257,21521,2,3,1073,537,142,2330,3226,4235,5411,6729,01,0,0,0,1,0,0,0,0,0,0,0,1,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,5,9,0,05,0,99,5,9,0,1,1,9,9,99,05,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3258,16869,1,2,635,274,82,3023,4030,5159,6464,7925,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,05,0,99,2,9,1,0,99,3,9,99,01,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3259,7858,3,5,1952,1209,591,876,1493,2257,3206,4288,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,05,0,99,3,9,0,1,1,9,9,99,02,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,9,1,1,9,9,0,0,0,0,9,9,9,9
3260,19071,3,5,3482,2206,1296,1,18,110,331,817,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,05,0,99,3,9,0,1,4,9,9,99,02,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
3261,16309,4,9,172,29,0,1096,2008,3173,4636,6254,05,0,1,0,0,0,0,1,0,0,0,0,1,1,99,99,99,05,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,1,4,9,1,05,0,99,5,9,0,0,99,9,9,99,02,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9
3262,15745,2,3,675,342,111,2987,4078,5309,6629,8070,02,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,05,0,99,5,9,0,0,99,9,9,99,02,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
3263,7396,2,4,1758,1050,523,1657,2390,3257,4231,5360,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,01,0,99,9,0,1,0,99,3,0,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3264,15698,4,9,506,147,47,41,191,596,1522,3150,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,0,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,1,0,0,0,1,9,9,9
3265,16752,2,3,686,363,118,2831,3951,5212,6537,7959,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,05,0,99,2,9,0,0,99,9,9,99,05,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3266,9780,3,5,4233,2652,1314,0,8,67,210,515,00,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,05,0,99,9,1,0,0,99,9,9,99,00,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3267,9188,4,8,1036,459,130,2119,2944,3910,5000,6294,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,5,9,1,01,0,99,5,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3268,6343,3,6,2018,1199,535,632,1161,1833,2711,3748,02,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,2,9,1,05,0,99,2,9,0,1,1,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
3269,11419,2,3,1167,615,212,2382,3284,4304,5450,6723,07,0,0,1,0,0,0,0,0,0,0,0,3,1,99,99,99,02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,9,1,05,0,99,2,9,0,0,99,9,9,99,05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3270,19035,2,3,760,333,87,2650,3614,4755,6000,7402,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,05,0,99,2,9,0,0,99,9,9,99,01,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3271,12245,2,3,1103,584,226,2543,3441,4476,5654,6962,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,4,9,1,0,99,3,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,4,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3272,14205,3,6,1800,1172,637,946,1525,2185,2957,3999,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,01,0,99,9,1,1,0,99,3,0,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3273,36257,2,3,1033,516,198,2701,3640,4711,5907,7222,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,01,0,99,3,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3274,14298,1,2,981,476,168,1784,2646,3695,4886,6207,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,5,9,0,03,0,99,4,9,0,1,5,9,9,99,05,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3275,14037,4,9,571,166,53,37,173,542,1382,2862,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,4,9,0,01,1,05,5,9,0,1,1,9,9,99,05,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3276,10264,3,6,2207,1333,612,572,1070,1791,2716,3735,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,1,1,9,9,99,01,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3277,27441,4,9,4377,3212,2187,74,202,455,901,1565,05,0,0,0,0,0,0,0,0,0,0,1,9,5,99,99,99,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,01,0,99,9,1,0,1,1,9,9,99,05,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3278,14298,1,2,923,448,158,1875,2730,3762,4944,6281,03,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,9,5,9,1,03,0,99,5,9,0,1,1,9,9,99,01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3279,24739,2,4,1381,733,299,1817,2613,3522,4582,5775,02,0,0,0,1,0,0,0,0,0,0,0,2,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,5,9,0,05,0,99,6,9,0,1,1,9,9,99,02,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,9,1,9,9,9,0,0,0,0,9,9,9,9
3280,8376,3,7,2216,1282,615,205,491,942,1589,2434,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,9,0,01,0,99,6,9,1,0,99,3,9,99,01,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3281,11956,3,5,1906,1184,577,893,1537,2368,3344,4459,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,05,0,99,9,0,0,0,99,9,9,99,05,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3282,19873,3,5,1399,810,372,1479,2259,3219,4340,5575,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,3,9,0,05,0,99,2,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3283,6482,4,9,233,39,3,831,1602,2717,4167,5801,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,1,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3284,32929,4,9,1791,745,199,24,124,380,917,1684,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,5,9,1,01,0,99,2,9,0,0,99,9,9,01,05,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3285,21508,3,7,1132,564,211,1721,2477,3372,4430,5695,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,6,9,0,01,0,99,1,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3286,15745,2,3,638,272,88,3518,4510,5637,6941,8450,07,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,9,1,05,0,99,4,9,0,0,99,9,9,99,02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,1,9,9,0,0,0,0,9,9,9,9
3287,19020,2,3,825,420,159,2534,3478,4586,5846,7230,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,05,0,99,5,9,0,0,99,9,9,99,05,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3288,4948,4,8,1503,852,370,973,1571,2358,3319,4511,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,8,9,0,01,0,99,4,9,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3289,6949,2,4,413,143,30,4071,5150,6365,7758,9310,03,0,0,0,0,0,0,1,0,0,0,0,1,0,07,09,86,03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,9,0,05,0,99,3,9,0,0,99,9,9,99,05,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3290,12799,4,9,399,133,24,1711,2564,3638,5057,6629,07,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,9,1,05,0,99,6,9,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3291,13394,4,9,411,74,4,272,708,1380,2392,3955,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,4,9,1,01,0,99,4,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3292,15344,4,9,1272,500,143,92,296,739,1494,2548,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,9,0,0,01,0,99,9,0,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3293,11407,4,9,300,79,5,1637,2448,3508,5006,6610,05,0,0,0,0,0,0,0,0,0,0,1,9,5,99,99,99,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,0,0,05,0,99,9,0,0,1,1,9,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3294,12105,4,9,297,78,5,1660,2482,3548,5021,6627,07,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,08,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,9,1,05,0,99,5,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3295,18411,2,3,1255,705,298,2298,3209,4237,5396,6672,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,2,9,1,0,99,3,9,99,01,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3296,18865,1,2,1035,556,226,2054,2929,3969,5158,6494,01,0,0,0,0,0,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,4,9,1,01,0,99,3,9,1,0,99,3,9,99,05,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3297,16428,2,3,1348,752,292,2138,2990,3963,5031,6257,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,3,9,0,05,0,99,4,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3298,7872,2,4,645,307,137,2924,3881,4987,6300,7781,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,9,0,01,0,99,6,9,0,0,99,9,9,99,01,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3299,5926,3,6,2201,1374,671,508,959,1579,2344,3343,07,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,3,9,1,07,0,99,9,9,0,0,99,9,9,99,02,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,1,9,9,9,0,0,0,0,9,9,9,9
3300,20596,3,7,2775,1772,850,158,365,749,1379,2276,05,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,9,0,05,0,99,3,9,1,0,99,3,9,99,05,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3301,12792,1,2,640,303,95,2426,3267,4256,5421,6866,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,03,0,99,9,1,0,1,1,9,9,99,01,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3302,17422,2,3,782,362,116,3032,4006,5087,6350,7763,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,9,0,05,0,99,2,9,0,0,99,9,9,99,01,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3303,8803,2,4,685,326,145,2854,3809,4931,6229,7693,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,0,01,0,99,9,1,0,1,1,9,9,99,05,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3304,16805,2,3,1060,570,238,3077,4021,5090,6278,7620,03,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,05,0,99,2,9,0,1,2,9,9,99,05,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3305,8969,4,8,390,131,26,2696,3626,4813,6213,7801,01,0,0,0,1,0,0,1,1,0,0,0,3,1,99,99,99,03,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,9,4,9,1,01,0,99,4,9,0,0,99,9,9,99,05,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3306,19035,2,3,923,446,143,2855,3827,4964,6246,7634,01,0,0,0,0,1,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,5,9,1,01,0,99,3,9,0,1,2,9,9,99,05,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3307,13644,4,9,115,13,0,1211,2160,3407,4978,6693,07,0,0,0,0,1,0,0,0,0,0,0,2,1,99,99,99,08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,1,05,0,99,4,9,0,0,99,9,9,99,05,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
3308,18307,2,3,807,393,136,3067,4041,5135,6372,7783,01,0,0,0,0,0,0,0,0,0,0,1,9,1,99,99,99,03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,9,0,01,0,99,4,9,0,0,99,9,9,99,01,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3309,5191,2,4,1214,684,287,2549,3440,4443,5590,6890,01,0,0,0,0,1,0,0,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,5,9,0,05,0,99,3,9,0,1,1,9,9,99,01,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,0,0,0,0,9,9,9,9
3310,9542,4,8,390,98,4,2756,3843,4969,6305,7733,01,0,0,0,0,1,0,1,0,0,0,0,1,1,99,99,99,03,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,9,4,9,1,01,0,99,4,9,0,0,99,9,9,99,05,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9
