HHID,NWEIGHT,REGIONC,DIVISION,YEARMADE,NROOMS,NCOMBATH,NHAFBATH,COOLHOME,TYPEHU,STORIES,CARHOME,GARHEAT,GARHETON,HOMEBASE,CELLAR,AREASHUT,AREAOPEN,CONCRETE,BASEHEAT,BLDGBASE,USEBASE,SPACEHOT,CHANGES,SAMEFEET,SAMEHEAT,WORKDONE,CHANGESM,CHANGESY,EXTENTB,COMPUTEB,BASISB,MEASBAH,MEASBAL,MEASBAW,MEASBBH,MEASBBL,MAESBBW,MEASBCH,MEASBCL,MEASBCW,MEASBDH,MEASBDL,MEASBDW,LINEARB,EXTENT1,COMPUTE1,BASIS1,MEAS1AH,MEAS1AL,MEAS1AW,MEAS1BH,MEAS1BL,MEAS1BW,MEAS1CH,MEAS1CL,MEAS1CW,MEAS1DH,MEAS1DL,MEAS1DW,LINEAR1,EXTENT2,COMPUTE2,BASIS2,MEAS2AH,MEAS2AL,MEAS2AW,MEAS2BH,MEAS2BL,MEAS2BW,MEAS2CH,MEAS2CL,MEAS2CW,MEAS2DH,MEAS2DL,MEAS2DW,LINEAR2,EXTENT3,COMPUTE3,BASIS3,MEAS3AH,MEAS3AL,MEAS3AW,MEAS3BH,MEAS3BL,MEAS3BW,MEAS3CH,MEAS3CL,MEAS3CW,MEAS3DH,MEAS3DL,MEAS3DW,LINEAR3,ESTHEAT,ESTUN,ESTHOME,COOLAREA,INSIDE,LINEARFL,HEATED,UNHEATED,HOMEAREA,SCALE,SOURCE
6679,8378,4,8,06,05,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,9,00,0,981,0,981,999,4
6680,21043,3,5,04,09,3,1,95,2,2,0,9,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,2,3,1,8,21,26,9,99,99,9,99,99,9,99,99,1,1,3,1,1,39,26,1,16,9,9,99,99,9,99,99,2,1,5,2,1,21,8,1,27,10,1,11,8,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,21,3,1906,324,2230,999,6
6681,8981,4,8,06,05,2,0,03,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,44,24,9,99,99,9,99,99,9,99,99,1,1,2,1,1,44,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,2112,0,2112,999,0
6682,9144,2,4,04,08,1,1,95,2,1,1,0,9,1,9,9,9,9,2,9,9,9,0,9,9,99,99,99,1,2,1,2,13,26,1,35,26,9,99,99,9,99,99,2,1,2,1,1,48,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,2158,338,2496,999,0
6683,6666,1,1,07,03,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,32,17,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,589,0,589,84,1
6684,7798,2,4,05,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,26,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,675,0,675,82,1
6685,7701,1,1,04,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,29,17,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,535,0,535,85,1
6686,20198,2,3,05,04,1,0,95,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,12,60,1,4,20,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,800,0,800,999,0
6687,8338,2,4,06,08,2,1,95,2,2,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,46,29,9,99,99,9,99,99,9,99,99,1,1,2,1,1,46,29,2,21,29,9,99,99,9,99,99,2,1,2,1,1,63,29,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,4495,609,5104,999,0
6688,6047,3,6,06,05,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,52,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,1387,0,1387,67,1
6689,4663,1,1,01,01,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,6,1,1,15,14,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,21,1,210,0,210,999,2
6690,37940,3,5,02,07,2,0,95,2,1,0,9,9,3,9,9,9,9,0,9,9,9,1,1,1,95,08,87,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,40,45,1,18,10,2,10,36,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,1,2068,376,2444,44,1
6691,10442,2,3,04,05,1,0,99,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,26,26,9,99,99,9,99,99,9,99,99,1,1,8,1,1,22,24,9,99,99,9,99,99,9,99,99,1,1,8,1,1,21,24,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,98,3,1708,0,1708,999,2
6692,15727,3,7,01,03,1,0,02,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,18,30,1,6,8,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,637,0,637,83,1
6693,5684,3,6,05,02,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,23,13,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,98,1,299,0,299,999,2
6694,19035,2,3,04,03,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,2,1,7,10,1,9,15,1,9,25,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,467,0,467,86,1
6695,30618,3,5,01,06,1,1,01,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,4,1,1,40,30,9,99,99,9,99,99,9,99,99,1,1,4,1,1,40,30,9,99,99,9,99,99,9,99,99,1,1,4,1,2,34,30,2,8,24,1,8,6,9,99,99,3,2,4,1,1,40,15,9,99,99,9,99,99,9,99,99,1,99999,99999,9999,1,04,4,3048,1212,4260,999,2
6696,15543,2,4,01,04,1,1,99,2,1,1,0,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,18,11,1,28,26,9,99,99,9,99,99,2,1,2,1,1,18,11,1,28,26,2,14,10,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,1852,140,1992,999,0
6697,14577,1,2,01,04,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,13,10,1,19,13,9,99,99,9,99,99,2,1,1,1,1,13,10,1,19,13,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,826,0,826,95,1
6698,11909,3,6,04,07,2,0,95,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,4,1,1,54,26,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,04,1,1404,0,1404,999,2
6699,10436,1,2,02,05,1,0,95,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,25,18,9,99,99,9,99,99,9,99,99,1,1,1,1,1,25,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,2,986,0,986,95,1
6700,7657,4,9,01,04,1,0,99,2,1,0,9,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,2,28,50,2,2,35,2,37,8,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,2,02,1,0,1766,1766,999,0
6701,18521,4,9,03,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,31,19,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,589,0,589,999,0
6702,23794,2,3,01,03,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,12,41,1,16,17,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,03,1,764,0,764,999,2
6703,14082,2,3,03,05,1,0,03,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,39,25,9,99,99,9,99,99,9,99,99,1,1,2,1,1,39,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,1950,0,1950,999,0
6704,7470,2,3,01,05,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,17,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,517,0,517,85,1
6705,22757,1,2,02,08,1,0,99,2,2,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,1,1,1,14,44,9,99,99,9,99,99,9,99,99,1,1,1,1,1,14,44,9,99,99,9,99,99,9,99,99,1,1,1,1,1,14,44,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,3,2100,0,2100,136,1
6706,6423,1,1,01,05,1,0,99,3,9,9,9,9,9,9,9,9,9,9,1,1,1,0,9,9,99,99,99,1,2,1,1,19,3,1,40,15,1,50,12,1,7,2,4,1,2,1,1,19,3,1,40,15,1,50,12,1,7,2,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,2542,0,2542,999,0
6707,19657,3,7,07,02,1,0,95,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,556,0,9999,9,04,0,556,0,556,999,2
6708,8338,2,4,03,05,1,0,95,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,3,1,1,6,22,1,31,30,2,7,9,2,6,11,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,03,1,1062,129,1191,999,2
6709,4222,2,4,05,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,23,31,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,770,0,770,80,1
6710,17151,4,9,02,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,32,27,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,930,0,930,77,1
6711,7470,2,3,03,05,1,0,99,3,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,12,41,2,8,6,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,492,48,540,999,0
6712,17151,4,9,03,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,50,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,1491,0,1491,65,1
6713,7897,1,1,04,01,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,20,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,348,0,348,89,1
6714,7527,1,1,03,04,1,0,01,3,9,9,9,9,9,9,9,9,9,9,1,1,2,0,9,9,99,99,99,2,2,2,8,9,6,9,99,99,9,99,99,9,99,99,1,1,2,2,1,28,29,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,2,843,23,866,999,6
6715,7126,4,9,05,03,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,6,20,1,15,21,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,472,0,472,86,1
6716,17534,4,8,07,06,2,0,99,2,1,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,1919,9,04,0,1532,736,2268,999,3
6717,16434,2,3,01,11,2,2,95,2,2,0,9,9,5,1,1,0,0,2,9,9,9,2,1,1,95,95,95,1,8,1,1,11,10,1,19,44,1,11,23,9,99,99,3,1,8,1,1,11,10,1,20,44,1,10,32,9,99,99,3,1,8,1,1,10,32,1,20,44,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,03,3,3709,0,3709,999,2
6718,6577,1,1,01,06,1,0,99,2,2,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,1,1,2,35,28,2,18,9,9,99,99,9,99,99,2,1,1,1,1,35,28,1,18,9,9,99,99,9,99,99,2,1,1,1,2,35,28,2,18,9,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1279,2559,3838,120,1
6719,9184,2,3,01,05,1,0,95,2,8,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,5,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,1,1,50,13,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,1385,0,1385,95,5
6720,3958,4,8,06,06,1,0,99,2,1,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,40,25,2,8,12,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1000,96,1096,999,0
6721,6082,3,6,04,05,1,0,99,2,1,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,32,28,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,896,0,896,999,0
6722,7114,2,4,01,07,1,0,04,2,2,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,29,14,1,41,16,9,99,99,9,99,99,2,1,2,1,1,29,30,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,1932,0,1932,999,0
6723,9542,4,8,03,08,2,0,02,2,4,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,2,1,2,42,25,9,99,99,9,99,99,9,99,99,1,1,2,1,1,42,25,9,99,99,9,99,99,9,99,99,1,2,2,1,1,21,25,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,3,1575,1050,2625,999,0
6724,9188,4,8,03,05,1,0,99,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,2,1,1,12,11,1,40,26,9,99,99,9,99,99,2,1,2,1,1,12,11,1,40,26,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,2,2344,0,2344,999,0
6725,6528,1,2,04,06,1,1,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,8,59,16,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,98,1,944,0,944,999,3
6726,7858,3,5,04,03,1,0,01,1,9,9,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,52,10,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,520,0,520,999,0
6727,4623,3,6,04,04,1,0,99,4,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,1,2,1,26,22,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,01,1,619,0,619,83,1
6728,13394,4,9,02,07,2,0,99,2,1,0,9,9,5,1,1,0,0,0,9,9,9,0,9,9,99,99,99,2,5,1,2,10,10,9,99,99,9,99,99,9,99,99,1,1,2,1,2,7,8,1,28,6,1,34,24,1,16,19,4,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,21,2,1288,156,1444,999,2
6729,11357,3,6,04,08,2,0,95,2,4,0,9,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,2600,9,05,0,2600,0,2600,999,3
6730,12991,2,4,01,08,3,0,05,2,8,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,5,1,1,25,32,9,99,99,9,99,99,9,99,99,1,1,5,1,1,25,32,9,99,99,9,99,99,9,99,99,1,1,5,1,1,17,32,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,3,2144,0,2144,999,2
6731,18129,2,3,02,08,1,1,03,2,3,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,1,8,1,1,28,24,9,99,99,9,99,99,9,99,99,1,1,8,1,1,28,24,1,16,17,9,99,99,9,99,99,2,1,8,1,1,28,24,9,99,99,9,99,99,9,99,99,1,1,8,1,2,28,24,9,99,99,9,99,99,9,99,99,1,99999,99999,9999,1,03,4,2288,672,2960,999,2
6732,11995,4,9,04,07,2,0,03,2,1,1,0,9,3,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,2,8,35,60,8,24,24,8,23,24,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,8,02,1,2539,689,3228,999,3
6733,26563,3,5,01,07,1,0,03,2,2,0,9,9,1,9,9,9,9,0,9,9,9,0,9,9,99,99,99,1,1,1,2,32,18,9,99,99,9,99,99,9,99,99,1,1,1,1,1,7,7,1,32,18,9,99,99,9,99,99,2,1,1,1,1,32,18,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,01,3,1362,654,2016,134,1
6734,3958,4,8,01,06,1,0,99,2,2,0,9,9,2,9,9,9,9,1,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,5,1,1,50,23,9,99,99,9,99,99,9,99,99,1,2,5,1,1,15,14,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,05,2,1360,0,1360,999,2
6735,23014,2,3,01,06,1,0,04,3,9,9,9,9,9,9,9,9,9,9,1,0,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,50,23,9,99,99,9,99,99,9,99,99,1,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1150,0,1150,999,0
6736,8387,1,1,03,04,1,0,99,2,1,0,9,9,1,9,9,9,9,1,9,9,9,0,9,9,99,99,99,5,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,14,38,1,10,31,9,99,99,9,99,99,2,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,0,02,1,1603,0,1603,999,5
6737,12581,1,1,07,07,1,1,99,2,2,1,0,9,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,8,1,1,27,24,1,8,12,2,17,24,2,8,12,4,1,8,1,1,52,24,9,99,99,9,99,99,9,99,99,1,1,8,1,1,52,24,9,99,99,9,99,99,9,99,99,1,99999,99999,9999,1,03,3,3240,504,3744,999,2
6738,21081,1,2,03,05,1,0,99,2,1,1,1,0,4,9,9,9,9,9,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,1,1,29,30,1,15,26,2,13,27,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,1,1260,351,1611,999,0
6739,5196,3,6,01,10,2,0,95,2,2,0,9,9,2,9,9,9,9,0,9,9,9,0,9,9,99,99,99,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,1,2,2,1,15,7,1,33,26,1,22,20,2,6,21,4,1,2,1,1,15,7,1,33,26,1,22,20,9,99,99,3,9,9,9,9,99,99,9,99,99,9,99,99,9,99,99,9,99999,99999,9999,1,02,2,2806,126,2932,999,0
